session_id,timestamp,queue_count,throughput_per_min,data_source
B_20260901,2026-09-01T06:24:00,8,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:24:30,6,4,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:25:00,6,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:25:30,7,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:26:00,6,4,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:26:30,7,4,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:27:00,6,4,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:27:30,5,4,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:28:00,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:28:30,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:29:00,6,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:29:30,6,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:30:00,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:30:30,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:31:00,4,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:31:30,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:32:00,4,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:32:30,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:33:00,5,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:33:30,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:34:00,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:34:30,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:35:00,5,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:35:30,4,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:36:00,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:36:30,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:37:00,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:37:30,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:38:00,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:38:30,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:39:00,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:39:30,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:40:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:40:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:41:00,3,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:41:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:42:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:42:30,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:43:00,2,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:43:30,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:44:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:44:30,4,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:45:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:45:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:46:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:46:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:47:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:47:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:48:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:48:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:49:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:49:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:50:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:50:30,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:51:00,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:51:30,0,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:52:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:52:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:53:00,1,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:53:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:54:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:54:30,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:55:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:55:30,1,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:56:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:56:30,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:57:00,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:57:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:58:00,0,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:58:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:59:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T06:59:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:00:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:00:30,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:01:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:01:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:02:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:02:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:03:00,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:03:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:04:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:04:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:05:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:05:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:06:00,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:06:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:07:00,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:07:30,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:08:00,4,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:08:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:09:00,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:09:30,0,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:10:00,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:10:30,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:11:00,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:11:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:12:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:12:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:13:00,2,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:13:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:14:00,2,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:14:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:15:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:15:30,0,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:16:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:16:30,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:17:00,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:17:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:18:00,1,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:18:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:19:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:19:30,3,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:20:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:20:30,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:21:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:21:30,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:22:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:22:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:23:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:23:30,1,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:24:00,1,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:24:30,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:25:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:25:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:26:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:26:30,0,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:27:00,2,3,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:27:30,2,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:28:00,1,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:28:30,2,1,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:29:00,0,2,SYNTHETIC_DEMO
B_20260901,2026-09-01T07:29:30,0,2,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:30:00,6,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:30:30,7,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:31:00,8,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:31:30,7,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:32:00,7,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:32:30,8,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:33:00,9,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:33:30,8,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:34:00,11,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:34:30,9,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:35:00,11,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:35:30,10,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:36:00,10,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:36:30,12,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:37:00,11,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:37:30,12,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:38:00,10,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:38:30,13,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:39:00,11,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:39:30,15,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:40:00,14,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:40:30,13,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:41:00,16,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:41:30,17,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:42:00,17,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:42:30,17,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:43:00,16,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:43:30,17,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:44:00,17,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:44:30,17,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:45:00,18,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:45:30,18,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:46:00,19,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:46:30,20,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:47:00,19,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:47:30,19,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:48:00,20,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:48:30,20,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:49:00,20,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:49:30,20,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:50:00,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:50:30,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:51:00,21,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:51:30,21,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:52:00,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:52:30,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:53:00,24,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:53:30,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:54:00,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:54:30,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:55:00,24,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:55:30,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:56:00,24,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:56:30,25,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:57:00,26,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:57:30,26,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:58:00,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:58:30,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:59:00,25,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:59:30,25,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:00:00,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:00:30,25,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:01:00,24,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:01:30,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:02:00,24,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:02:30,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:03:00,24,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:03:30,25,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:04:00,24,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:04:30,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:05:00,24,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:05:30,24,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:06:00,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:06:30,24,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:07:00,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:07:30,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:00,23,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:30,23,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:00,21,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:30,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:10:00,22,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:10:30,20,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:11:00,20,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:11:30,21,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:12:00,22,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:12:30,20,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:13:00,20,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:13:30,19,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:14:00,20,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:14:30,18,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:15:00,17,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:15:30,17,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:16:00,18,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:16:30,16,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:17:00,17,6,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:17:30,16,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:18:00,15,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:18:30,15,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:19:00,14,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:19:30,14,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:20:00,14,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:20:30,13,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:21:00,15,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:21:30,13,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:22:00,13,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:22:30,10,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:23:00,13,5,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:23:30,10,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:24:00,12,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:24:30,9,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:25:00,10,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:25:30,9,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:26:00,9,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:26:30,8,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:27:00,9,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:27:30,9,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:28:00,8,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:28:30,6,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:29:00,7,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:29:30,7,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:30:00,8,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:30:30,7,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:31:00,8,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:31:30,6,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:32:00,7,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:32:30,6,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:33:00,7,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:33:30,6,4,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:34:00,5,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:34:30,5,2,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:35:00,5,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:35:30,6,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:36:00,5,2,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:36:30,3,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:37:00,3,3,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:37:30,4,3,SYNTHETIC_DEMO
