session_id,timestamp,track_id,event,wait_seconds,queue_count,data_source
L_20260901,2026-09-01T12:03:57,39,SERVED,338.0,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:04:49,40,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:11:06,40,SERVED,377.7,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:50:29,41,ENTER,,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:56:09,41,SERVED,340.4,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:03:37,42,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:20,42,SERVED,342.7,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:01:49,43,ENTER,,25,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:44,43,SERVED,415.2,25,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:24:58,44,ENTER,,10,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:27:46,44,SERVED,168.2,10,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:06:47,45,ENTER,,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:13:18,45,SERVED,391.0,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:54:55,46,ENTER,,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:00:56,46,SERVED,361.3,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:58:12,47,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:04:02,47,SERVED,349.4,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:36:32,48,ENTER,,11,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:40:22,48,SERVED,229.8,11,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:10:10,49,ENTER,,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:14:58,49,SERVED,287.7,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:11:01,50,ENTER,,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:16:06,50,SERVED,305.1,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:50:54,51,ENTER,,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:56:33,51,SERVED,338.6,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:53:07,52,ENTER,,22,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:58:18,52,SERVED,311.4,22,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:30:00,53,ENTER,,9,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:32:36,53,SERVED,156.6,9,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:07:28,54,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:13:36,54,SERVED,367.5,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:31,55,ENTER,,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:15:21,55,SERVED,350.6,20,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:32:47,56,ENTER,,8,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:34:53,56,SERVED,126.1,8,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:03:24,57,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:13,57,SERVED,349.2,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:36:11,58,ENTER,,10,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:39:49,58,SERVED,218.3,10,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:02:08,59,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:08,59,SERVED,359.7,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:51:03,60,ENTER,,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:56:06,60,SERVED,303.4,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:40:12,61,ENTER,,14,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:44:16,61,SERVED,243.2,14,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:58:35,62,ENTER,,25,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:05:35,62,SERVED,419.7,25,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:20:07,63,ENTER,,13,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:23:25,63,SERVED,198.4,13,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:30:00,64,ENTER,,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:32:22,64,SERVED,142.4,7,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:43:58,65,ENTER,,15,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:47:57,65,SERVED,239.0,15,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:22:56,66,ENTER,,12,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:26:57,66,SERVED,240.6,12,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:49:06,67,ENTER,,19,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:54:21,67,SERVED,314.7,19,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:49:50,68,ENTER,,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:55:00,68,SERVED,309.7,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:01:09,69,ENTER,,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:07:24,69,SERVED,374.7,24,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:22,70,ENTER,,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:14:02,70,SERVED,339.3,21,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:31:13,71,ENTER,,11,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:34:48,71,SERVED,215.0,11,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:04:28,72,ENTER,,22,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:09:42,72,SERVED,313.7,22,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:46:18,73,ENTER,,18,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:51:23,73,SERVED,304.6,18,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:25:04,74,ENTER,,9,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:28:07,74,SERVED,182.9,9,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:20:48,75,ENTER,,13,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:25:04,75,SERVED,255.2,13,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:08:11,76,ENTER,,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T12:13:45,76,SERVED,333.5,23,SYNTHETIC_DEMO
L_20260901,2026-09-01T11:55:20,77,ENTER,,23,SYNTHETIC_DEMO
